grant_key,gm_key,legacy_gm_key,ein,gm_name,gm_state,gm_country,gm_country_tran,gm_city,gm_county,gm_msa_code,gm_msa_name,gm_cong_dist,gm_type,gm_organization_code,gm_organization_tran,gm_estab_yr,family_fdn_flag,recipient_key,legacy_recipient_key,recip_ein,recip_name,recip_city,recip_state,recip_zipcode,recip_country,recip_country_tran,recip_county,msa_code,msa_name,recip_cong_dist,recip_location,recip_subject_code,recip_subject_tran,recip_population_code,recip_population_tran,recip_organization_code,recip_organization_tran,recip_strategy_code,recip_strategy_tran,recip_unit,auth_flag,amount,duration,yr_issued,description,grant_subject_code,grant_subject_tran,activity_override,activity_override_tran,grant_population_code,grant_population_tran,grant_strategy_code,grant_strategy_tran,grant_transaction_code,grant_transaction_tran,paid_auth_flag,currency,unconverted_amt,fund_name,fund_type,fund_sub_type,program_area,edition,source_file_type,edms_status,edms_needs_review,edms_needs_review_geo,domestic_foreign_flag,developing_country,intl_countries,intl_countries_tran,intl_geonames,intl_geonames_tran,intl_geotree,intl_geotree_tran,dom_geonames,dom_geonames_tran,dom_geotree,dom_geotree_tran,is_media,descrip_and_name,city_country,lat,lon,geometry,tokens
36831372,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3163077,3163077,         ,Abbey Community Centre,Camden,  ,NW6 4DJ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12745,12.0,2018,"This project will run a befriending service, where young people visit older people in their homes and offer assistance with IT issues, such as accessing the internet or using smartphones. This will encourage people to improve their IT skills and develop positive relationships with other local residents.",SS090000; SH000000,Special population support; Information and Communications,SS090000,Special population support,PA020000,Adults,UN0000; UQ0400; UK0700,Program support; Product and service delivery; Equal access,TA00,Cash grants,A,GBP,9988.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,"Abbey Community Centre This project will run a befriending service, where young people visit older people in their homes and offer assistance with IT issues, such as accessing the internet or using smartphones. This will encourage people to improve their IT skills and develop positive relationships with other local residents.","Camden, United Kingdom",51.55170589999999,-0.1588255,POINT (-0.1588255 51.55170589999999),"['run', 'befriend', 'service', 'young', 'people', 'visit', 'older', 'people', 'home', 'offer', 'assistance', 'issue', 'access', 'internet', 'use', 'smartphones', 'encourage', 'people', 'improve', 'skills', 'positive', 'relationships', 'local', 'residents']"
23708953,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3090041,3090041,         ,Community Media Crew Community Interest Company,Manchester,  ,M22 9HD,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12742,12.0,2015,"The organisation will use the funding to research, record and broadcast the life stories and audio diaries of adults with learning disabilities, and develop broadcasting skills in the participants. This will strengthen the community by increasing awareness and understanding of the discrimination and difficulties experienced by people with learning disabilities and the impact this has had on their lives.",SH040000; SR040300; SS090400,Communication media; Disabled persons' rights; Independent living for people with disabilities,SH040000,Communication media,PH010600,People with learning disabilities,UP0300; UM0100; UH0100; UK0100,Recordings; Research; Public engagement and education; Advocacy,TA00,Cash grants,A,GBP,8335.0,,,,,,eFile,Complete,,,F,,,,,,,,,,,,True,"Community Media Crew Community Interest Company The organisation will use the funding to research, record and broadcast the life stories and audio diaries of adults with learning disabilities, and develop broadcasting skills in the participants. This will strengthen the community by increasing awareness and understanding of the discrimination and difficulties experienced by people with learning disabilities and the impact this has had on their lives.","Manchester, United Kingdom",53.4807593,-2.2426305,POINT (-2.2426305 53.4807593),"['organisation', 'research', 'record', 'broadcast', 'life', 'stories', 'audio', 'diaries', 'adults', 'learn', 'disabilities', 'broadcast', 'skills', 'participants', 'strengthen', 'increase', 'awareness', 'understand', 'discrimination', 'difficulties', 'experience', 'people', 'learn', 'disabilities', 'impact', 'live']"
36812552,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,4018302,4018302,         ,Holy Redeemer Catholic Primary School PTA,Wychavon,  ,WR10 1EB,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12739,12.0,2017,"An after school digital project will be funded for children, families and people in the wider community to work together to create video and audio content on the foundations of the English language. This will help people to learn new digital skills and help break down language barriers.",SB090000; SH040000,Education services; Communication media,SB090000,Education services,PA010000; PJ050100,Children and youth; Students,UP0000; UN0000; UK0700,Presentations and productions; Program support; Equal access,TA00,Cash grants,A,GBP,9434.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Holy Redeemer Catholic Primary School PTA An after school digital project will be funded for children, families and people in the wider community to work together to create video and audio content on the foundations of the English language. This will help people to learn new digital skills and help break down language barriers.","Wychavon, United Kingdom",52.1525178,-2.0330954,POINT (-2.0330954 52.1525178),"['school', 'digital', 'fund', 'children', 'families', 'people', 'wider', 'work', 'together', 'create', 'video', 'audio', 'content', 'foundations', 'english', 'language', 'people', 'learn', 'digital', 'skills', 'break', 'language', 'barriers']"
36802124,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,765177,7914400,         ,Rising Stars NW CIC,Stockport,  ,SK5 8EY,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12735,12.0,2018,"The group will deliver film-making and IT activities, enabling young people to improve skills, gain work experience and access mentoring opportunities.",SN020300; SH000000; SS050300,Employment; Information and Communications; Youth mentoring,SN020300,Employment,PG030200; PA010000,Low-income people; Children and youth,UN0000,Program support,TA00,Cash grants,A,GBP,9980.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,"Rising Stars NW CIC The group will deliver film-making and IT activities, enabling young people to improve skills, gain work experience and access mentoring opportunities.","Stockport, United Kingdom",53.3933086,-2.1266343,POINT (-2.1266343 53.3933086),"['group', 'deliver', 'filmmaking', 'activities', 'enable', 'young', 'people', 'improve', 'skills', 'gain', 'work', 'experience', 'access', 'mentor', 'opportunities']"
36847104,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3118209,3118209,         ,Crosland Moor Computer Centre,Kirklees,  ,HD4 5RX,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12722,12.0,2018,"The group will support residents with job searches, claiming benefits and digital literacy. This will develop the employability skills of local people, and provide help for older people to engage more with digital technology.",SB090300; SN020300; SH030102; SS000000; SH050201,Computer literacy; Employment; Digital divide; Human services; Internet,SB090300,Computer literacy,PA020000; PJ020000; PG030000,Adults; Unemployed people; Economically disadvantaged people,UF0300; UQ0400,Information technology; Product and service delivery,TA00,Cash grants,A,GBP,9970.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Crosland Moor Computer Centre The group will support residents with job searches, claiming benefits and digital literacy. This will develop the employability skills of local people, and provide help for older people to engage more with digital technology.","Kirklees, United Kingdom",53.5933432,-1.8009509,POINT (-1.8009509 53.5933432),"['group', 'residents', 'job', 'search', 'claim', 'benefit', 'digital', 'literacy', 'employability', 'skills', 'local', 'people', 'older', 'people', 'engage', 'digital', 'technology']"
36830239,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3169676,3169676,         ,ConGens,Wolverhampton,  ,WV10 9EL,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12717,12.0,2017,"Exercise and information technology classes will be provided for older people with this funding. This will help people to improve their physical wellbeing, reducing social isolation and becoming more digitally connected.",SS090500; SH000000; SE130000,Senior services; Information and Communications; Public health,SS090500,Senior services,PA020300,Seniors,UQ0400; UF0300,Product and service delivery; Information technology,TA00,Cash grants,A,GBP,9418.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,"ConGens Exercise and information technology classes will be provided for older people with this funding. This will help people to improve their physical wellbeing, reducing social isolation and becoming more digitally connected.","Wolverhampton, United Kingdom",52.586973,-2.12882,POINT (-2.12882 52.586973),"['exercise', 'technology', 'class', 'provide', 'older', 'people', 'people', 'improve', 'physical', 'wellbeing', 'reduce', 'social', 'isolation', 'become', 'digitally', 'connect']"
36808854,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3089943,3089943,         ,Ribble FM,Ribble Valley,  ,BB7 1AJ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12705,12.0,2018,"The organisation will purchase outside broadcasting equipment, with the aim of supporting local organisations and participating in community events.",SH040000; SR000000,Communication media; Human rights,SH040000,Communication media,,,UF0200,Equipment,TA00,Cash grants,A,GBP,9957.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,"Ribble FM The organisation will purchase outside broadcasting equipment, with the aim of supporting local organisations and participating in community events.","Ribble Valley, United Kingdom",53.9289626,-2.4627718,POINT (-2.4627718 53.9289626),"['organisation', 'purchase', 'outside', 'broadcast', 'equipment', 'aim', 'support', 'local', 'organisations', 'participate', 'events']"
24653883,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3330275,3330275,         ,Valley Community Theatre,Liverpool,  ,L27 3YA,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12703,12.0,2015,"The funding will be used to purchase IT equipment and run digital skills workshops for local people, especially older people and people with disabilities. This will help people use computers and the internet to combat social isolation and improve independence.",SH000000; SS090000,Information and Communications; Special population support,SH000000,Information and Communications,PH010000; PA020000,People with disabilities; Adults,UF0000,Capital and infrastructure,TA00,Cash grants,A,GBP,8310.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Valley Community Theatre The funding will be used to purchase IT equipment and run digital skills workshops for local people, especially older people and people with disabilities. This will help people use computers and the internet to combat social isolation and improve independence.","Liverpool, United Kingdom",53.4083714,-2.9915726,POINT (-2.9915726 53.4083714),"['use', 'purchase', 'equipment', 'run', 'digital', 'skills', 'workshops', 'local', 'people', 'especially', 'older', 'people', 'people', 'disabilities', 'people', 'computers', 'internet', 'combat', 'social', 'isolation', 'improve', 'independence']"
36817406,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3090486,3090486,         ,Local Media Initiatives Community Interest Company,Milton Keynes,  ,MK9 3EL,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12693,12.0,2017,"This is a project to build and maintain a website for people from different cultural backgrounds to meet online, network and share stories. This will enable the organisation to set up an online forum for people to meet others, learn about new cultures and bring the community together.",SR000000; SH040702; SA040000,Human rights; Websites; Cultural awareness,SR000000,Human rights,PE000000,Ethnic and racial groups,UP0500; UJ0700; UK0700; UH0100,Online media; Online engagement; Equal access; Public engagement and education,TA00,Cash grants,A,GBP,9400.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Local Media Initiatives Community Interest Company This is a project to build and maintain a website for people from different cultural backgrounds to meet online, network and share stories. This will enable the organisation to set up an online forum for people to meet others, learn about new cultures and bring the community together.","Milton Keynes, United Kingdom",52.0406224,-0.7594171,POINT (-0.7594171 52.0406224),"['build', 'maintain', 'website', 'people', 'different', 'cultural', 'background', 'meet', 'network', 'share', 'stories', 'enable', 'organisation', 'set', 'forum', 'people', 'meet', 'others', 'learn', 'culture', 'bring', 'together']"
20109712,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,752986,7902222,         ,Reading Community Radio,Reading,  ,,GB,United Kingdom,,0,,,United Kingdom,SH040400; SB091100,Radio; Reading promotion,PJ050100,Students,,,,,,N,12693,0.0,2012,"For This is a project by a charity in Reading. The group will use funding to create a training studio at its radio station premises, benefiting the whole community. This will enable the group to train people interested in working in radio, including ex-offenders, people with mental health issues and young people still of school age",,,SH040400,Radio,,,UN0000,Program support,TA00,Cash grants,P,GBP,8010.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Reading Community Radio For This is a project by a charity in Reading. The group will use funding to create a training studio at its radio station premises, benefiting the whole community. This will enable the group to train people interested in working in radio, including ex-offenders, people with mental health issues and young people still of school age","Reading, United Kingdom",51.4542645,-0.9781303,POINT (-0.9781303 51.4542645),"['charity', 'read', 'group', 'create', 'studio', 'radio', 'station', 'premise', 'benefit', 'whole', 'enable', 'group', 'train', 'people', 'interest', 'work', 'radio', 'include', 'exoffenders', 'people', 'mental', 'health', 'issue', 'young', 'people', 'still', 'school', 'age']"
36819087,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3101161,3101161,         ,Triangle Radio,Forest of Dean,  ,GL14 2JN,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12693,12.0,2017,The funding will be used to set up a new FM community radio station for the Forest of Dean and provide training for its volunteers. The project aims to provide a voice for people in the community to express their views and provide information on local issues.,SH040400; SR010500; SK040100,Radio; Freedom of association and expression; Civic participation,SH040400,Radio,,,UP0300; UE0500,Recordings; Volunteer development,TA00,Cash grants,A,GBP,9400.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,Triangle Radio The funding will be used to set up a new FM community radio station for the Forest of Dean and provide training for its volunteers. The project aims to provide a voice for people in the community to express their views and provide information on local issues.,"Forest of Dean, United Kingdom",51.7999835,-2.5519169,POINT (-2.5519169 51.7999835),"['use', 'set', 'fm', 'radio', 'station', 'forest', 'dean', 'volunteer', 'aim', 'voice', 'people', 'express', 'view', 'local', 'issue']"
38262451,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3088171,3088171,         ,Cumbria Deaf Association,Carlisle,  ,CA3 8QG,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12691,12.0,2018,The organisation will improve their communication and multi-media equipment and develop the centre so it can be used by deaf people and the wider community.,SR040300; SJ090000; SS090000; SH040000,Disabled persons' rights; Consumer protection; Special population support; Communication media,SR040300,Disabled persons' rights,PH010300,People with hearing impairments,UF0200,Equipment,TA00,Cash grants,A,GBP,9946.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,Cumbria Deaf Association The organisation will improve their communication and multi-media equipment and develop the centre so it can be used by deaf people and the wider community.,"Carlisle, United Kingdom",54.892473,-2.932931,POINT (-2.932931 54.892473),"['organisation', 'improve', 'communication', 'multimedia', 'equipment', 'centre', 'use', 'deaf', 'people', 'wider']"
23710160,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091453,3091453,         ,The Community Broadcast Channels CIC,Wyre Forest,  ,DY11 5DF,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12682,12.0,2015,"The group will use the funding to deliver film workshops with a focus of working towards community solutions such as bullying and unemployment. This will develop project management, film production, team working and presentation skills as well as improving self-esteem.",SH040000,Communication media,SH040000,Communication media,PG030000,Economically disadvantaged people,UP0300; UQ0000; UJ0200,Recordings; Product and service development; Conferences and exhibits,TA00,Cash grants,A,GBP,8296.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"The Community Broadcast Channels CIC The group will use the funding to deliver film workshops with a focus of working towards community solutions such as bullying and unemployment. This will develop project management, film production, team working and presentation skills as well as improving self-esteem.","Wyre Forest, United Kingdom",52.4038046,-2.2537632,POINT (-2.2537632 52.4038046),"['group', 'deliver', 'film', 'workshops', 'focus', 'work', 'towards', 'solutions', 'bully', 'unemployment', 'management', 'film', 'production', 'team', 'work', 'presentation', 'skills', 'well', 'improve', 'selfesteem']"
37089038,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,832825,7801366,         ,Blenheim CDP,London,  ,SW8 2JU,GB,United Kingdom,,0,,,United Kingdom,SE120500,Addiction services,PH030000,Substance abusers,EA000000,Non-governmental organizations,,,,Y,12671,12.0,2018,The funding will be used to run digital film making learning sessions for people recovering from substance misuse which will culminate into the creation of a film of their personal experiences The project aims to raise awareness across communities and inspire others.,SH040200; SR000000,Film and video; Human rights,SH040200,Film and video,,,UP0300,Recordings,TA00,Cash grants,A,GBP,9930.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,Blenheim CDP The funding will be used to run digital film making learning sessions for people recovering from substance misuse which will culminate into the creation of a film of their personal experiences The project aims to raise awareness across communities and inspire others.,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['use', 'run', 'digital', 'film', 'make', 'learn', 'sessions', 'people', 'recover', 'substance', 'misuse', 'culminate', 'creation', 'film', 'personal', 'experience', 'aim', 'raise', 'awareness', 'across', 'communities', 'inspire', 'others']"
36815726,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,739285,7888538,         ,The London Bus Theatre CIC,Basildon,  ,SS14 2QX,GB,United Kingdom,,0,,,United Kingdom,SA060200,Theater,,,,,,,,N,12671,12.0,2018,This project will help young people run a fortnightly drama and film making club for younger people in the community at risk of being involved in anti-social behaviour.,SH040200; SS050000; SJ000000,Film and video; Youth development; Public safety,SH040200,Film and video,PA010000; PG050000,Children and youth; At-risk youth,UN0000; UP0000,Program support; Presentations and productions,TA00,Cash grants,A,GBP,9930.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,The London Bus Theatre CIC This project will help young people run a fortnightly drama and film making club for younger people in the community at risk of being involved in anti-social behaviour.,"Basildon, United Kingdom",51.57608399999999,0.488736,POINT (0.488736 51.57608399999999),"['young', 'people', 'run', 'fortnightly', 'drama', 'film', 'make', 'club', 'younger', 'people', 'risk', 'involve', 'antisocial', 'behaviour']"
37097889,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3166059,3166059,         ,Barnet Lone Parent Centre,Barnet,  ,N2 9BA,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12663,12.0,2018,The project will provide a toy library and stay and play group to support the development of children and families. This will help reduce isolation and improve wellbeing.,SS040000; SH000000,Family services; Information and Communications,SS040000,Family services,PD020000; PA010000,Parents; Children and youth,UQ0400,Product and service delivery,TA00,Cash grants,A,GBP,9924.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,Barnet Lone Parent Centre The project will provide a toy library and stay and play group to support the development of children and families. This will help reduce isolation and improve wellbeing.,"Barnet, United Kingdom",51.625149,-0.1529361,POINT (-0.1529361 51.625149),"['toy', 'library', 'stay', 'play', 'group', 'children', 'families', 'reduce', 'isolation', 'improve', 'wellbeing']"
23709071,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,755503,7904738,         ,Carlton Education and Enterprise Limited,North Lincolnshire,  ,DN18 5QA,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12642,12.0,2015,"The organisation will use the funding to deliver free IT familiarisation sessions to people with low skills and poor access to IT facilities. This will improve skills, empower them to communicate with friends and family on social media and reduce social isolation.",SB090300; SH040701; SH030102,Computer literacy; Social media; Digital divide,SB090300,Computer literacy,PG030000,Economically disadvantaged people,UQ0400,Product and service delivery,TA00,Cash grants,A,GBP,8270.0,,,,,,eFile,Complete,,,F,,,,,,,,,,,,True,"Carlton Education and Enterprise Limited The organisation will use the funding to deliver free IT familiarisation sessions to people with low skills and poor access to IT facilities. This will improve skills, empower them to communicate with friends and family on social media and reduce social isolation.","North Lincolnshire, United Kingdom",53.60555919999999,-0.5596582,POINT (-0.5596582 53.60555919999999),"['organisation', 'deliver', 'free', 'familiarisation', 'sessions', 'people', 'low', 'skills', 'poor', 'access', 'facilities', 'improve', 'skills', 'empower', 'communicate', 'friends', 'family', 'social', 'media', 'reduce', 'social', 'isolation']"
36823215,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3171535,3171535,         ,Lord's Hill Church,Southampton,  ,SO16 8HY,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12639,12.0,2017,The project will run a series of free family film afternoons develop film sessions which target families that have children with disabilities or complex needs.,SH040200,Film and video,SH040200,Film and video,PH010000; PD010000; PA010000,People with disabilities; Families; Children and youth,UP0300,Recordings,TA00,Cash grants,A,GBP,9360.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,Lord's Hill Church The project will run a series of free family film afternoons develop film sessions which target families that have children with disabilities or complex needs.,"Southampton, United Kingdom",50.90970040000001,-1.4043509,POINT (-1.4043509 50.90970040000001),"['run', 'series', 'free', 'family', 'film', 'afternoons', 'film', 'sessions', 'target', 'families', 'children', 'disabilities', 'complex', 'need']"
23710778,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3091416,3091416,         ,Inclusive Media Community Solutions,North Somerset,  ,BS23 2QJ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12636,12.0,2015,"The group will use the funding to produce video tutorials about daily living activities for adults with learning disabilities. This will enable beneficiaries to improve their independence and reduce accidents in the home, therefore improving their health and wellbeing.",SE000000; SH000000,Health; Information and Communications,SE000000,Health,PH010400; PH010600,People with psychosocial disabilities; People with learning disabilities,UN0000,Program support,TA00,Cash grants,A,GBP,8266.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Inclusive Media Community Solutions The group will use the funding to produce video tutorials about daily living activities for adults with learning disabilities. This will enable beneficiaries to improve their independence and reduce accidents in the home, therefore improving their health and wellbeing.","North Somerset, United Kingdom",51.3879028,-2.7781091,POINT (-2.7781091 51.3879028),"['group', 'produce', 'video', 'tutorials', 'daily', 'live', 'activities', 'adults', 'learn', 'disabilities', 'enable', 'beneficiaries', 'improve', 'independence', 'reduce', 'accidents', 'home', 'therefore', 'improve', 'health', 'wellbeing']"
37869812,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3171428,3171428,         ,Lincoln and Lindsey Blind Society,East Lindsey,  ,LN11 0NB,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12626,12.0,2018,The project will fund a mobile and tablet software for people who are visually impaired. This will provide a communication tool that allows them to build and maintain stronger relationships with others.,SR040300; SS090400; SH040000; SH050000,Disabled persons' rights; Independent living for people with disabilities; Communication media; Information communications technology,SR040300,Disabled persons' rights,PH010200,People with vision impairments,UF0300; UP0000,Information technology; Presentations and productions,TA00,Cash grants,A,GBP,9895.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,Lincoln and Lindsey Blind Society The project will fund a mobile and tablet software for people who are visually impaired. This will provide a communication tool that allows them to build and maintain stronger relationships with others.,"East Lindsey, United Kingdom",53.30423649999999,0.100202,POINT (0.100202 53.30423649999999),"['mobile', 'tablet', 'software', 'people', 'visually', 'impair', 'communication', 'tool', 'allow', 'build', 'maintain', 'stronger', 'relationships', 'others']"
37056910,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3101165,3101165,         ,Cheshire Community Council,Cheshire East,  ,CH1 3BQ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12625,12.0,2017,"The funding will be used to run 20 workshops for older people who lack the skills and confidence to use IT and digital communication, specifically targeting socially isolated older people who live in rural communities. The project aims to improve their lives by increasing access to online services and allowing them to communicate with their family and friends.",SS090500; SR040500; SB090300; SH030102,Senior services; Rights of the aged; Computer literacy; Digital divide,SS090500,Senior services,PA020300,Seniors,UQ0400; UK0700; UJ0700,Product and service delivery; Equal access; Online engagement,TA00,Cash grants,A,GBP,9350.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Cheshire Community Council The funding will be used to run 20 workshops for older people who lack the skills and confidence to use IT and digital communication, specifically targeting socially isolated older people who live in rural communities. The project aims to improve their lives by increasing access to online services and allowing them to communicate with their family and friends.","Cheshire East, United Kingdom",53.1610446,-2.2185932,POINT (-2.2185932 53.1610446),"['use', 'run', '20', 'workshops', 'older', 'people', 'lack', 'skills', 'confidence', 'digital', 'communication', 'specifically', 'target', 'socially', 'isolate', 'older', 'people', 'live', 'rural', 'communities', 'aim', 'improve', 'live', 'increase', 'access', 'service', 'allow', 'communicate', 'family', 'friends']"
38247854,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,651386,7755192,         ,Dorset Advocacy,Dorchester,  ,DT1 3AE,GB,United Kingdom,,0,,,United Kingdom,,,PG030000,Economically disadvantaged people,EA040000,Public charities,,,,N,12620,12.0,2018,The funding will be used to provide advocacy services and information by creating video content for the local community. The project aims to help vulnerable people to access information and support.,SH040200; SE020000; SR020000,Film and video; Health care access; Social rights,SH040200,Film and video,,,UJ0800; UK0100; UK0700; UN0000,Information and Referral; Advocacy; Equal access; Program support,TA00,Cash grants,A,GBP,9890.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,Dorset Advocacy The funding will be used to provide advocacy services and information by creating video content for the local community. The project aims to help vulnerable people to access information and support.,"Dorchester, United Kingdom",50.7111639,-2.441181,POINT (-2.441181 50.7111639),"['use', 'advocacy', 'service', 'create', 'video', 'content', 'local', 'aim', 'vulnerable', 'people', 'access']"
37094835,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3166280,3166280,         ,Bournmoor Primary School,County Durham,  ,DH4 6HF,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12612,12.0,2017,The school will create a library and deliver a library club for children and their families. This will improve the reading and communication skills of children and engage parents in their children’s learning.,SH020500; SB091100; SB010000; SB030900; SS040000; SE151103,School libraries and media centers; Reading promotion; Equal opportunity in education; Child educational development; Family services; Learning disorders,SH020500,School libraries and media centers,PJ050100; PA010200; PD020000,Students; Children; Parents,UN0000,Program support,TA00,Cash grants,A,GBP,9340.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,Bournmoor Primary School The school will create a library and deliver a library club for children and their families. This will improve the reading and communication skills of children and engage parents in their children’s learning.,"County Durham, United Kingdom",54.7294099,-1.8811598,POINT (-1.8811598 54.7294099),"['school', 'create', 'library', 'deliver', 'library', 'club', 'children', 'families', 'improve', 'read', 'communication', 'skills', 'children', 'engage', 'parent', 'children', 'learn']"
36826778,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3672410,3672410,         ,Home-Start Stockland Green/Erdington,Birmingham,  ,B32 4EL,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12604,12.0,2017,"This group will use the funding to provide IT and internet skills training for vulnerable parents. Participants’ technology skills will be improved, making them more confident in using computers to seek employment and access local services.",SB090300; SS000000; SN020000; SH030102; SH050201,Computer literacy; Human services; Economic development; Digital divide; Internet,SB090300,Computer literacy,PG030200,Low-income people,UQ0400; UF0300; UK0700,Product and service delivery; Information technology; Equal access,TA00,Cash grants,A,GBP,9334.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,"Home-Start Stockland Green/Erdington This group will use the funding to provide IT and internet skills training for vulnerable parents. Participants’ technology skills will be improved, making them more confident in using computers to seek employment and access local services.","Birmingham, United Kingdom",52.48624299999999,-1.890401,POINT (-1.890401 52.48624299999999),"['group', 'internet', 'skills', 'vulnerable', 'parent', 'participants', 'technology', 'skills', 'improve', 'make', 'confident', 'use', 'computers', 'seek', 'employment', 'access', 'local', 'service']"
